log-TPM	omics__bw_glc	cra_crp__wt_fru	rpoB__rpoBE546V_lb	42c__wt_42c	42c__42c_ale1	42c__42c_ale10	ssw__wt_ac	ssw__wt_glc	ssw__wt_glyc	ssw__wt_xyl	ssw__xyl_ale1	ssw__glc_ac_glc2	ssw__glc_glyc_glc	ssw__glc_xyl_xyl	pgi__glu4_delpgi	pgi__pgi_ale2	ica__arg_sbt	ica__cytd_rib	ica__gth	ica__no3_anaero	ica__bw_delpurR_cytd	ytf__delyiaJ	ytf__delybiH	fps__fps_serB_ale4	pal__lyx_ale2_f6	pal__5drib_ale10	pal__tartr_ale26_f10	pal__tartr_ale28	efeU__menFentC_ale29	efeU__menFentCubiC_ale38
b0036	1.58847530063643	1.739174654598215	2.86414063730681	2.16349014394033	1.56636768710214	0.881691478205824	0.724596771818562	1.03116731565974	2.59190791830416	1.59128974634379	2.84508567321687	2.17443458257167	1.37472902441714	2.01525302546445	0.658102775086014	0.0	1.87497179149568	2.078236783561335	1.4614174266480249	1.1864864888167181	2.09485807160618	1.972080535600315	2.52037739944069	1.6542600359282	2.0025276419716	0.661847753672894	1.58466074387859	1.42367937482145	1.329600673231715	1.50040861471706
b0037	3.29866500945233	3.396996890475555	3.02946319799103	4.02362265648505	2.9908499813386	3.00644860642354	2.79570373898497	3.2802946751534	4.90456408520999	3.34625203071661	3.81187000193935	3.749490221071	3.45216424031153	3.44028894222114	2.80672671753852	3.50813782312384	3.046320227668315	3.3956215951135897	3.1734483560606748	3.44266752300303	3.505423946482995	4.140929767996715	3.535236836431365	4.013056813714115	2.88594278166668	3.2093103150133	2.5740465997303197	2.98759343417192	3.14747376224284	3.86798259070307
b0038	3.0988280955364047	3.48986228839024	3.613046555136175	3.32002803091306	3.94833676003201	3.79896310734961	2.95224921598781	2.12731899261993	5.39198111206919	3.27275516590389	3.96740240141661	3.80366072308105	3.53961619490602	2.18132732031589	3.0812277450423	4.30407865386398	3.020082139957025	3.42467610647169	3.63784863080816	3.097441973868955	3.531850258695835	4.224630871941455	3.74774931232235	3.04999112165215	2.50061563316865	3.32474788476692	2.75691067367703	2.69767224375538	3.972733146414785	3.9069403407050403
b0039	4.170663406962126	3.8337357298891703	4.136895808249324	4.44281234145323	4.82062719313782	4.97404994541196	4.49468219102536	3.60035958182388	6.5608573684358	4.56198427303695	5.46797889465064	5.03441303642378	5.17282775886275	4.07956974468807	4.12942482728596	3.00953174279121	4.544035566372445	4.239047384513926	4.71250343575279	4.850685539301525	4.70211906237642	5.1132697839474	4.942864798155135	4.7912865584323345	3.87312428567803	3.98338369264162	3.809935999850465	4.179663059815165	5.017012767838519	4.688366968245729
b0040	1.75143449905277	1.362767658644005	1.5779555481141951	1.4888008851702	1.86695432434624	1.98270836225418	1.60036505315835	1.66321413754358	1.71560481007673	1.92103391485847	2.7838664070289	1.95110425956926	1.55081997270382	1.17859788092147	1.13766061373677	1.22069203955357	1.632358316868123	1.417450032299042	1.93060348024387	1.41112656157283	1.6050080450740851	1.95024403607669	1.54543501862353	1.65871241610626	2.14869472055451	1.49217865041678	1.8426576607633	1.516886941760085	1.843057699980265	1.67229662816891
b0041	1.748342309472355	2.878486346723675	2.66083434937344	1.12600135079428	1.76537939455226	0.717367013077821	1.87202596701399	0.0	1.1900881999339	1.24379187550029	2.86901658441268	0.596235534698556	0.0	2.03619768362184	1.46869296354733	2.42084623009499	1.956109828988175	2.51508736580563	1.56840668105475	1.511346688237315	1.305952562445648	1.199031347003661	1.6295483033283902	2.0878185423823403	2.5618650123673	2.91218962029384	2.6458382436662546	1.55434330013864	1.392257312588221	1.135719774295162
b0042	1.6208691191745	1.75101452721937	3.0752002769796647	0.976799409456235	1.71892449265623	1.99581218056328	0.627145589770612	2.16481484172489	2.64299534751363	1.08413036967182	2.40649675956533	1.17433912201185	1.22010150240004	1.59996256275191	1.42672309989912	1.94565516990959	2.2154296850691	2.293308359138925	1.83363552352812	1.434017917062685	1.70288900279153	1.182706326006385	1.2185349295100185	1.5853418574515699	2.17421196705799	2.42553687408351	2.5164086626044453	1.266540665317515	1.5494883117313756	1.64048848592108
b0043	1.497014227871555	1.805012879524055	2.748096686690295	0.772969527000963	1.13656868537615	2.24256229192068	1.58172788522598	2.17230179983482	2.15604654124484	0.863994826560488	2.59438466017824	0.941276488251596	1.84637150727819	0.802086346155147	1.79586358631395	2.6370098015675	2.307077500265415	3.571677246206065	1.81580097131527	1.8760171480079548	2.9776741477336	1.878654116685495	1.563486158624325	1.7028064646187548	1.30444581784558	2.29645872925732	1.862428940697465	1.6106905480805849	2.199946514111215	1.88322589772925
b0045	1.29791605063842	1.305354212710165	1.56048789182856	1.6109683106475	1.10977033088036	1.45470538276847	1.34527885337776	0.692591896324519	1.69010958893491	1.12999525218879	1.78014093982072	1.75321780576906	0.956515214586234	1.2851267975926	1.60763590442103	1.81643129021097	1.799959934575405	2.328588064336845	1.675951923264855	1.2629888443734756	2.09649824186709	1.2626703115843498	1.1494196212956904	1.6893896263248	2.06887755172802	1.76796180017493	1.8688758763088198	1.3760853305832095	1.3016469221599325	1.377716896372005
b0046	5.1799308309559144	6.07853211568734	5.85714608779303	5.07056260612948	3.95503977354423	4.82885362954016	4.85747677997195	4.80832734485428	3.80931541194637	2.31349857512531	4.02241710516113	3.41336471813685	4.79238280419412	4.37877495437632	5.17222239672471	5.68805597198509	3.4476360301430002	5.07774406733298	5.42845313898763	4.163966466888535	3.950364638126235	4.91508183557953	3.7792571253630003	5.598467595153395	5.44969752422138	4.79154775583018	5.17580531762571	4.511129174525685	3.24333947753378	4.134196815704605
