log-TPM	cra_crp__wt_ac	cra_crp__delcra_fru	rpoB__wt_lb	rpoB__rpoBE672K_glc	rpoB__rpoBE672K_lb	glu__glu_ale8	42c__42c_ale1	42c__42c_ale3	42c__42c_ale6	ssw__wt_glc	ssw__wt_glyc	ssw__wt_xyl	ssw__xyl_ale2	ssw__glc_ac_glc2	ssw__glc_glyc_glyc	ssw__glc_xyl_glc	pgi__pgi_ale1	ica__arg_sbt	ica__cytd_rib	ica__gth	ica__no3_anaero	ytf__delyeiE	ytf__delyiaJ	fps__fps_serB_ale4	fps__fps_ptsI_ale3	pal__lyx_ale2_f6	pal__5drib_ale10	pal__arab_ale16	pal__tartr_ale26_f10	efeU__menFentC_ale39
b0028	9.109023201525495	7.019121077408535	6.888766130199655	7.339351161440375	7.68678062126431	7.57384420770868	7.93092451059584	7.72152771870628	7.91669370560128	7.80800178440074	7.59220177284156	7.73439075125555	7.54687474192005	7.26140905710897	7.30509859411498	6.97629094716564	7.83680462131432	7.6147111312989	5.880427051430485	7.355656764231664	7.281833306259295	6.8712093344975855	6.639519190118785	7.028139996898204	6.803356471735575	7.24907996075447	7.70898574563123	7.592244218888025	6.636200351909195	6.84700875462493
b0029	7.736262944021465	7.4794776247418095	7.708811023242905	8.447771019736951	8.266867265129989	7.44608899095743	7.63543055844327	7.84009107381862	7.74421702929346	7.56619960548499	7.70644067557271	7.87716868530341	7.88712589017543	7.57483475038935	7.06443798441538	7.42708119981663	7.66804106202056	8.126120519802765	6.661847648404015	8.348936013701895	7.89832498475079	7.848721800094375	7.47135641708251	7.7912296048241245	7.56832266077558	7.07932893799303	8.01374789613653	7.855114077170945	6.94090086971228	7.796063641894535
b0030	7.44925762082642	4.10110536466965	8.785694449942916	5.824630404842555	8.238469374597015	5.59323813438517	6.40245763172292	4.6442418953639	5.43357555227791	3.93989819380325	5.90375962689393	4.97991088989055	6.15319030464228	4.77136654150216	6.3757392250201	5.23054173076459	6.10455998472901	6.1445418906609195	8.29980344010634	2.41777232887196	3.68579407608362	5.2617412157405745	5.006239154470435	2.76395645258317	5.847915271674345	6.6167841340829	8.21226091689382	6.35930672589724	7.142859401671364	5.886214552394935
b0031	6.85016815990522	8.12060774781475	7.35422122999989	8.881049547927836	6.5922895138060955	7.52080862541752	10.8178808904908	8.76702208896618	9.67977421713877	7.8173383261276	6.442287505154	7.0984756324625	8.45037687757714	9.54682312071372	7.81977454493705	9.47635405718347	8.81160158687601	7.7998705701210955	6.96773085629399	7.048946712785635	8.599841909956051	8.743434337272594	10.254457597052951	8.371766693435875	7.41441497406275	7.35029465632066	7.32873838667292	8.378302621501774	8.326149407161434	9.06523083773159
b0032	9.467704918656949	9.948915902545235	5.493577794786315	10.4952788413589	6.63945612119586	4.37263365341189	7.28708336621396	8.72403410535225	6.33852255969038	9.32729642393549	6.26142164207346	5.27268262689993	8.07954586061358	6.46932535970243	7.52998678274314	9.18426748332473	9.42075175469133	8.31593936113076	3.18758831830091	5.29175632755977	8.418019992876335	10.02511883330608	7.489303354018255	9.23853232991498	9.24514609596195	8.93768343818796	7.17005233353133	9.81998509984165	7.064064067360855	5.990567640784221
b0033	9.795244774331485	10.107425967041	6.58531570359726	10.93775612055855	6.922394985883055	9.12176830454431	7.48528140528416	9.1161218591207	7.35715971975619	9.27262003727307	6.20472685503944	5.61021503758999	8.43508908786627	5.82406839996679	8.50108098421636	9.49577771860008	9.26349705576524	8.652913868418945	3.916622938510175	5.711019334091436	8.506252050653755	9.704101705743089	7.689088613268515	9.080674358461831	8.99588642759033	8.75345112994497	7.25555750851216	9.660610741235669	7.4072438223310755	8.718361152990799
b0034	3.810924314821675	4.113528478816825	3.252997556018585	4.43975934070083	1.466387478094205	3.82123479865421	4.96951379954513	3.87361540901816	4.38500045502349	4.04589197176956	7.04271269924904	5.48863151875083	5.08446309403014	7.51662005824134	5.55975970287148	6.37961122052683	3.61384080686456	4.354434322693335	3.714072029068405	1.9002629504193052	5.799346910148525	5.232928191553505	6.266913639506135	4.71593111488483	5.6669446312899705	4.23901794119255	2.98617579707712	5.632480656605665	2.56100307287047	6.284451159517104
b0036	1.6635472845429	1.424605637177835	1.947446944377875	2.22542365087069	2.260829575442095	0.898612531420851	1.56636768710214	1.10318829760337	0.230231735722812	1.03116731565974	2.59190791830416	1.59128974634379	2.85383113736766	2.17443458257167	1.35199399725791	1.84542899108024	0.959932161862501	1.87497179149568	2.078236783561335	1.4614174266480249	1.1864864888167181	2.272413510913025	1.972080535600315	1.6542600359282	2.34831908984083	2.0025276419716	0.661847753672894	2.9635363431018247	1.58466074387859	2.38837013502242
b0037	3.3676345114139252	3.25133466808097	3.06233520164812	3.3744171454319902	2.8907129825773303	2.67689926638832	2.9908499813386	3.29487933576594	3.19280838300693	3.2802946751534	4.90456408520999	3.34625203071661	3.43405775543642	3.749490221071	2.94098931298447	3.34887097708995	2.4710955253219	3.046320227668315	3.3956215951135897	3.1734483560606748	3.44266752300303	4.18974614499452	4.140929767996715	4.013056813714115	2.95745906970627	2.88594278166668	3.2093103150133	4.21360798543179	2.5740465997303197	3.409421482007045
b0038	3.5206415820583397	3.24683893825144	3.46339699547466	3.6043291536264954	3.3403842291799153	3.80937550585832	3.94833676003201	3.21387454896173	3.73201285648066	2.12731899261993	5.39198111206919	3.27275516590389	3.70762150690651	3.80366072308105	3.25103013932165	2.94445049312016	3.5458772481425	3.020082139957025	3.42467610647169	3.63784863080816	3.097441973868955	3.632411792437985	4.224630871941455	3.04999112165215	2.656776132488655	2.50061563316865	3.32474788476692	4.15150258146398	2.75691067367703	4.051208923583805
b0039	4.02654422186829	3.8669046502617146	3.98103059276204	3.660200795363305	4.17554223244717	5.20445695886206	4.82062719313782	3.96477653096086	4.11328354021365	3.60035958182388	6.5608573684358	4.56198427303695	5.84952231858151	5.03441303642378	4.33815485400477	5.04946428330308	3.38247862679712	4.544035566372445	4.239047384513926	4.71250343575279	4.850685539301525	4.634536937707475	5.1132697839474	4.7912865584323345	4.401842576849855	3.87312428567803	3.98338369264162	4.799488501618	3.809935999850465	5.43382148456128
b0040	1.400927352929618	1.0168977122820706	1.0942818482303864	0.579829339054815	0.642471013222933	1.48268107184689	1.86695432434624	1.25756873449101	1.8499285091037	1.66321413754358	1.71560481007673	1.92103391485847	2.08193522935443	1.95110425956926	1.77318340456128	1.38719441415727	0.575980819027697	1.632358316868123	1.417450032299042	1.93060348024387	1.41112656157283	1.149808982190795	1.95024403607669	1.65871241610626	1.23575713747638	2.14869472055451	1.49217865041678	2.52609185980779	1.8426576607633	1.95411143668821
b0041	3.10913283654569	0.811398843636033	2.12359005589979	1.94006855755393	1.4469918576750849	1.30360061728506	1.76537939455226	1.11809431221163	1.86622675055823	0.0	1.1900881999339	1.24379187550029	3.01002564128736	0.596235534698556	1.75455506264942	0.0	0.973489366181136	1.956109828988175	2.51508736580563	1.56840668105475	1.511346688237315	1.3005567970853549	1.199031347003661	2.0878185423823403	1.89838124402681	2.5618650123673	2.91218962029384	1.988501842415785	2.6458382436662546	1.9123845854491348
b0042	1.6023056130487952	1.645523914732115	2.694620901506215	2.141835036928815	2.389552350274165	1.66169868028607	1.71892449265623	1.18762284582728	2.20476823600328	2.16481484172489	2.64299534751363	1.08413036967182	2.63196250131889	1.17433912201185	2.08388846303987	1.20083338866726	1.91110863920516	2.2154296850691	2.293308359138925	1.83363552352812	1.434017917062685	1.0109914667110647	1.182706326006385	1.5853418574515699	1.394729468919115	2.17421196705799	2.42553687408351	2.36253333098598	2.5164086626044453	1.811397486536265
b0043	1.79426016984864	1.39589607566683	1.8619315366493447	1.589444489351235	1.8618597100007648	1.36975981386416	1.13656868537615	1.19303221142262	1.48401778488694	2.17230179983482	2.15604654124484	0.863994826560488	2.38655992023699	0.941276488251596	0.962516330943061	0.964104076936514	1.59523237525471	2.307077500265415	3.571677246206065	1.81580097131527	1.8760171480079548	1.9227851955044999	1.878654116685495	1.7028064646187548	1.169892078552165	1.30444581784558	2.29645872925732	2.508809104118395	1.862428940697465	0.9007726022176255
b0045	1.814821537535755	0.7281965827070436	1.02496183493531	0.5725962338270445	0.999883734588631	1.01473268653112	1.10977033088036	0.746697366594435	1.50525392230737	0.692591896324519	1.69010958893491	1.12999525218879	2.45810762608152	1.75321780576906	0.938608747985989	1.65248904931005	0.639745874082948	1.799959934575405	2.328588064336845	1.675951923264855	1.2629888443734756	1.44264244982787	1.2626703115843498	1.6893896263248	1.2433161375435402	2.06887755172802	1.76796180017493	2.459792871604125	1.8688758763088198	1.740555665847035
b0046	5.80757089748523	5.268979880684871	6.006715073498535	4.729121103827415	3.9642289703932203	4.24027863627251	3.95503977354423	4.64759031504185	4.22195950232163	4.80832734485428	3.80931541194637	2.31349857512531	4.35429800325728	3.41336471813685	3.34872349413884	3.96159789626271	4.82102294109946	3.4476360301430002	5.07774406733298	5.42845313898763	4.163966466888535	4.77182067108064	4.91508183557953	5.598467595153395	4.70378358479913	5.44969752422138	4.79154775583018	4.870594748017995	5.17580531762571	3.6085456296912204
b0047	4.938411919113235	5.842633857272355	6.363094161174285	4.78881525118802	4.698399192175785	4.13276956668505	4.27694594179428	4.2676509537943	4.15987681657636	5.11727200366667	4.75542907588161	3.52145079584578	4.73961978653769	3.66192271386702	4.3692086065299	4.27774192267627	4.78339816585039	4.5590004933420705	5.73220962220993	4.9528480593718545	4.621565373109565	5.5061724184923	5.18819757371672	5.379687882571195	4.5395783560252845	5.43130428165829	5.25215629423703	4.69863417320175	5.43625524631107	4.27679957518898
b0048	6.84860157416211	6.414507563853466	7.009679242621935	7.04009173709448	7.700684151610595	5.06713557403808	5.02027983995863	6.73081523879159	6.10733512960427	6.06056769634663	7.79528754781203	5.41694227869309	6.63695591980141	5.6753698506195	5.69510382322926	6.80969447392559	7.39254566449527	6.364012253063525	7.06260851082914	7.469766208375525	6.66433886381307	7.072206773239655	6.4799511955417906	7.00619106558649	7.4614192933684755	7.48465388002634	7.25206296925301	7.280383309156321	7.7909730385212494	5.3714137261160655
b0049	6.575853759733375	6.73415915809511	6.98222072081421	6.454986961003585	5.98452790514011	5.07781523980751	5.62317529336901	5.79721243729843	6.48501830019	6.36214582951336	6.66988303705897	6.68644253677968	6.06241306502476	5.89514777269696	5.03788019705154	5.18226294792639	6.28763806945756	5.817059406987244	6.662475381618995	6.035557818966215	6.79188004996066	6.41352778919318	6.240119148582695	6.6038692351056945	5.202894349181165	6.47643879646073	7.10626726869619	7.299408158184255	6.788594813985755	5.4330551818472
b0050	8.198415278193455	7.162541181226095	6.73681795752184	6.28527579421714	6.0182957513830395	6.23227594214124	6.32231017068358	7.27052082612724	7.72234502218845	7.26480432345201	7.5009355759293	7.34556248853598	6.99407570801828	7.02527558537378	6.65745474757298	6.21421899664869	6.89197487005909	6.364708331004255	6.865338919855279	8.09786699892733	7.431288677599779	6.6692723744542555	6.9965218305591055	7.553399166850705	6.35802625989862	7.40591707651467	6.92926608849908	7.562540750771886	7.419326091766591	5.87227873282285
b0051	8.42767138424035	8.265392449519	8.246852052124524	8.377921658108935	7.812005283032465	6.98125302078601	7.39826882349013	8.29605917896872	8.36743765126333	8.17208229132563	8.10702226646527	8.24738755877324	7.3383424462739	7.40921083735883	6.95690026636982	6.96013350705455	7.66544577377662	7.50159450680423	7.53071168241552	8.551945971964114	8.422665799829911	8.065426829991239	7.6067344470606155	8.524561887371885	7.492992267903685	8.02441008603448	7.95183060385441	8.27128440908924	8.07294829151353	6.91211742894108
b0052	7.581987663009945	7.411050318362565	7.615055516858705	7.414089331550555	6.52698107270403	5.5186028606078	6.34663219597075	7.61020547204394	7.68656917072313	7.45847923889372	7.29695956766834	7.17348771440827	6.77914714583308	6.97937367631364	6.35338489025449	6.32359408435636	7.25743634316317	6.75421853125477	5.997483084828625	6.309058694407341	7.2755459515393355	7.632723108451075	6.63575672611973	7.4452488298149	6.4578145303855745	6.94563381778496	6.80070236040527	7.13995354773203	6.9327712160578905	5.49220144926288
b0053	8.71120275145476	9.23229389337068	9.413773143004665	9.409935351804995	9.096467436693654	9.10661960045532	8.80371094686321	9.16608343544533	9.22555456153966	9.19107674043658	9.1747291519828	8.81637254007697	9.13927477910183	8.65293634529269	9.03661316149785	8.93025255396379	8.98730111675069	9.078829084867749	8.375408631145705	8.914702726422314	9.00910585778998	9.314689600982074	8.83703841081745	8.784643018753364	8.501112343341925	8.95094215904473	8.76935867134328	8.783310841465834	8.854794814570084	8.52151023922657
b0054	9.02278244389669	9.275657034022815	9.098885538350295	9.088556923076585	9.021542213261874	8.82615889676446	8.83082896518464	9.1307574434934	9.08224570017404	9.22869255219692	8.88455255495191	8.77885517990689	8.98940139276166	8.56149954087097	8.80842793703374	8.73894597262409	9.31814543143625	8.968077911172715	9.054176590902884	9.69750835912706	9.38740506430019	9.657180740969686	9.397554283941975	9.503357948211685	8.77469295239261	8.92408488103123	8.69079790009207	8.861841815440425	8.701491266595665	9.020608558852011
b0055	5.63750291093685	6.338950090830339	5.76960431419447	6.007756079127555	5.712272370130315	6.18736477813246	6.56562473070861	6.22739424641097	7.16158035708307	4.84032350425806	6.12992541625073	6.46379914452838	6.51843045033714	6.11237936035133	5.79677028094032	6.12835082353786	6.20634671917862	5.06018322085255	4.864183402438085	5.8679783483198555	5.89619147009739	6.009788506070435	5.57963681354251	6.242995938264735	5.49647379795113	6.13992664543348	5.60473228402369	5.827856707412575	6.14771708590116	5.81850527169295
b0058	4.967822805234491	5.392763619399105	5.70622262444067	6.65420000824635	7.74006034072279	6.26311845956458	5.15240155518062	5.68250782182241	5.33438865665824	5.21085921264054	6.52842327976012	6.0026895301133	6.66584609624887	5.27260183173293	5.97564238227904	5.91383276917939	6.22329612157065	5.541750161864909	5.4594268089609646	6.78101267086451	5.16166849036567	6.24249188742732	5.28983071940834	5.39877642609991	4.933172167401885	6.07877943758834	5.83639381416723	6.39246519700065	5.45212266069368	5.420719478887525
b0059	6.246001724141205	6.4909426348034245	6.553648248115045	8.128817830790755	8.908345435358456	6.59957238882914	5.83439957123061	6.73196294170156	6.26236020248492	6.33110644327324	7.21925303869464	5.59695189509522	6.88579478423024	5.33627274311068	6.43829626789836	6.30474228514175	7.07863969366093	6.0308384366754595	5.947168380252879	7.39999562388598	5.578533472761045	6.607820762183035	5.901886371197405	5.80618536421661	5.75290473223777	6.3383319911333	6.45360911072112	7.076719830869505	5.98433332948106	6.2978596358125305
b0060	4.90076728716378	4.931177195036565	5.57434844397796	4.6060358928172	4.671710181039	4.8013413417845	4.82905242445761	4.50866019641514	5.24053045062977	4.23287828437193	5.58785980242897	5.16146115729649	4.50845988203603	4.41391099269803	4.56009885759766	4.23801660183589	4.56097767711561	4.3078663001024395	5.5430963189197	6.50697430606783	4.7834699590457905	4.74540929142411	5.05698766154695	5.74677814593789	4.226343026684225	5.55652642373064	5.02417269750249	6.43552287710191	5.647089568502235	4.5670341359633
b0061	4.728319197769125	1.89056847062028	3.921336093588115	1.6863193478872351	2.751974123594055	2.47354422614542	3.42565111634742	1.92949470192624	3.29151859141906	1.46866812419057	3.62721406118522	2.96706066882508	3.57785491210256	2.60916723964448	0.908095097444315	2.17446871477338	1.87506205970402	2.887189403383725	4.906450558995649	2.61403129438661	1.6546483540591002	2.1973053161574647	2.3141739683027653	0.40859821654864603	0.49984575424119804	4.70736900518718	4.32631393709803	10.2612539784018	4.8239618894087055	2.4771299494564802
