Gene	42C glucose	Acetate	Fructose	Fumarate	Galactose 	Glucosamine	Glucose	Glycerol	Glycerol + AA	LB	Mannose	Osmotic-stress glucose	Pyruvate	Succinate	Xylose	Chemostat u=0.12	Chemostat u=0.20	Chemostat u=0.35	Chemostat u=0.5	pH6 glucose
msrB	2.494103589463475	2.609581191167138	2.318278804660686	2.631630946345132	2.5220881831755406	2.606263895919255	2.4115995192067463	2.503004726335669	2.225660055672626	2.181437635869602	2.461077187976503	2.342772470208637	2.615417308484352	2.533558212567755	2.3427506033686436	2.6043509041265414	2.585312486980273	2.602074724332788	2.5872583440102424	2.2859115293457597
mrcA	1.080167080082907	0.80569815456969	1.2626922317650777	0.8198930232595122	0.7361650708638203	0.9306033272802544	0.7864809937587854	0.6055425887713618	0.6687602975020966	0.7684688240521128	1.0869173793509113	1.2373028273333213	0.9023553367362732	1.1983689607042634	1.014395610961815	0.9834097797338088	0.9412696907378636	0.9074394444459626	0.9029926285843325	0.5451064206312914
ompX	3.560722003238909	3.209084266625247	3.385477519978551	3.1115077249796066	3.27248311640283	3.2707466670142544	3.64850664932856	3.250525362291391	3.2774920002052816	3.482706104811102	3.2366192151638615	3.8011373253961334	3.1177168615733772	3.083864920113412	3.5992032340854663	2.9635309094135724	2.99394781988201	2.9681781455424177	3.0684239050585274	3.7962499561656746
slyB	3.5099575888934513	3.4200201545577817	3.4149822909841876	3.4104187989493058	3.3766318038070278	3.3944084372623453	3.4471314251911913	3.4747365115878845	3.398269371187416	3.31697535558501	3.3817458439632895	3.461615281818303	3.48518045823382	3.3624611152144346	3.347896725560208	3.4501053832601896	3.3780643294993213	3.3193992458235635	3.307655325862973	3.5245424232403724
mdtA	1.6024558058646998	1.476985808861421	1.4463286830115878	1.4343223949706854	1.466185280423813	1.373577940968297	1.3992252850257345	1.4183397249880136	1.1138469783134364	0.9278812539447614	1.4196321766696713	1.228441700319175	1.3041056591276536	1.364148153650633	1.4329660611003674	1.2426966739556577	1.1936742209535238	1.1932081414727973	1.1876431992793914	1.3168706848421374
mscS	2.9068284267368174	2.634873270819117	2.8224974928568516	2.7104625681558256	2.679051064250994	2.9289191240382144	2.752852193517419	2.817586092065437	2.812043185586707	2.6165627307144743	2.6562651975175813	2.6823440340568903	2.8487962664948565	2.848131521221934	2.7588383339014495	2.662005307083881	2.7023122915945685	2.7105049605623597	2.8719729935326797	2.854787037328344
greA	2.6439328600172987	2.633540743769952	2.7136982718351073	2.649562012532208	2.594000640272705	2.7061444837131146	2.686417638867626	2.7206219705072865	2.7670990688671386	2.8972205060209233	2.6464915048378694	2.6091286845541077	2.6779285075584482	2.6800809952029008	2.705989149666537	2.6523084874346923	2.6321722833469265	2.6584553507971034	2.6639598351091496	2.669554020635103
rpoS	1.1784489721327054	1.4782824509854455	1.4544731896471856	1.4048461279431461	1.5784363469262315	1.5138738546106747	1.6386905396558138	1.6043863161458578	1.9680486257606964	2.2092301357280175	1.4327692450447558	1.5784172790612805	1.2596911633315981	1.3380232531266532	1.3298357761083477	1.7685820903355873	1.8994829618143187	1.88494247560769	1.8434246091413273	1.5585026346846698
pcnB	0.9965191611332455	0.5441511456616434	0.932490369654362	0.7418400577253647	0.7538056368466516	0.759465177176411	0.9341963025972128	0.851743097174042	0.7414802433896203	0.9507248273992907	0.7524487649328626	0.8100780914325176	0.8200161167187849	0.8846745025930379	0.9246415196847602	0.9626599809335044	1.0665640530170062	1.1402868532317296	1.2507977550486018	0.7112048516273746
rplJ	3.8026197711603302	3.59090939415785	3.8048741037435603	3.7149316723403847	3.6226651212191694	3.7376834892903634	3.834600357184454	3.7857179294633263	3.9169166390997168	4.020891837274614	3.6472794119522725	3.8063794870370002	3.670798337643357	3.733755785539093	3.813266395742855	3.503847817490108	3.5759483550841606	3.560890397075178	3.6984184183639273	3.7945097291060006
rplM	3.8015813385101014	3.549778331572509	3.7777620618151415	3.68521769156373	3.5728558645692843	3.712124484922902	3.795631723357794	3.723951539958329	3.8460848002688004	3.954132865408928	3.6654408555897864	3.744745773497662	3.642304809431769	3.7000807896834367	3.757110675295474	3.439006392036176	3.493182519510293	3.548251464431879	3.6676384993362268	3.756203831066126
rplS	3.202726824414432	2.876454739925562	3.2222326307353026	3.0054491435118242	2.8097224859191483	3.1429770489848448	3.03803844222751	3.05235431615877	3.253892702139909	3.2979959525480234	2.9659234254652116	2.824997646341171	3.004188217443224	3.000044389021862	3.1544093836014624	3.003115348744774	3.0766774602515565	3.1076422881821553	3.2579086464656224	3.0189262119836515
rsuA	2.477122684510878	2.333062865882614	2.458305473037199	2.4089180986963927	2.3337865712383525	2.3844678773197527	2.476362910442122	2.433917798228335	2.3568643855398057	2.3390596010798266	2.3794457658104036	2.4805862530972256	2.338890777239095	2.4005173363750183	2.4868416711120043	2.2346096157233615	2.283095774407777	2.311103397277791	2.319875595503677	2.3914574674931477
glyQ	2.4599237375049117	2.3805420919941045	2.4947103596994706	2.4377338186897846	2.446960341977261	2.453030320714761	2.5175135468068914	2.4207916010166004	2.5529950787630318	2.6460600813359254	2.430939350512898	2.3403216366721264	2.438633510831774	2.509778454066551	2.4837450111760426	2.3547860927103446	2.382227395332811	2.3953176043463764	2.429524736568942	2.3530191959273843
osmE	3.113357439179495	3.2578354235742752	2.77922183116406	3.1788676655043897	3.4915846176216845	3.116194741823743	2.961137816538888	3.0593245926348573	2.814701529181425	2.5990448686785834	3.087155894718817	3.514822781536646	2.9554958696595057	3.028817143180757	3.0408588192339128	3.5721721691160164	3.536299248754766	3.3415350483354724	3.2583713004111865	3.1720669386753575
