Gene	count	mean	std	min	25_percentile	50_percentile	75_percentile	max	cv	noise	lin_slope	lin_r	spearmans_rho
GLC3	14.0	-11.10163887611291	0.4174920003493182	-12.2129770034938	-11.137774262360505	-10.913935818139684	-10.87155726695642	-10.689587219724194	-0.03760633947908576	0.0014142367690162445	-0.18015420695790055	-0.8858185951028644	-0.38676649560895987
TFB1	14.0	-14.18410701695298	0.13573421116610315	-14.439452203686159	-14.241121384821248	-14.163722246298512	-14.10419887776435	-13.984064966509694	-0.009569457633383077	9.157451939711362e-05	-0.19813151520692387	-0.3167343098882792	-0.08964786322061982
ABD1	14.0	-11.920129500659586	0.20038257409955418	-12.393305690278964	-12.001894003069557	-11.899301153689509	-11.774198987358622	-11.669157353601307	-0.016810436001426517	0.0002825907585580567	-0.3318469742921322	-0.7831591739970717	-0.5609394870090212
SCT1	14.0	-12.297490719087724	0.1600691237649851	-12.540554942038165	-12.37370736646997	-12.331292123090648	-12.146891775237771	-12.046871166517908	-0.013016405331904951	0.00016942680776444366	0.3688328532458101	0.6953274777839705	0.7504806835326174
MGM101	14.0	-13.182500229173675	0.3057397064205562	-14.045586081062794	-13.235642501031345	-13.109823453266763	-13.045720026173427	-12.849938158480695	-0.023192846660752234	0.0005379081362291659	0.053657520535290174	0.193212255749374	0.45848478618545574
YBL010C	14.0	-12.920150514184812	0.25838267653391145	-13.479172010173485	-13.039842678028002	-12.825596020290817	-12.750538209338993	-12.653781993602243	-0.019998426198691535	0.00039993705042451195	0.11675902034989591	0.3553088797721904	0.6633941878325867
SLA1	14.0	-10.598061491376587	0.19962759706553032	-10.99874739576115	-10.73244678517878	-10.631851684741807	-10.42307915527631	-10.329313030134488	-0.018836236912567736	0.00035480382102637926	-0.22838094741274012	-0.5369485521316459	-0.18697982900300708
YSC83	14.0	-10.288220625851448	0.17055661407901176	-10.63170822187843	-10.417492579947478	-10.298183970795382	-10.159027349898981	-10.032026152649465	-0.016577853477446843	0.0002748252259196964	-0.26247436606633734	-0.5272391940205263	-0.16648888883829396
YSC84	14.0	-8.977234042031139	0.25673821095354754	-9.551255879161305	-9.093363453420247	-8.918796956870828	-8.76927720004436	-8.726141320144356	-0.028598810028958473	0.0008178919350724558	-0.25545758249708084	-0.7724342721383495	-0.5353258118031298
AFG2	14.0	-12.182051393770516	0.19767198442391573	-12.61132377472559	-12.296289153572243	-12.121099698587798	-12.04188256363992	-11.869907566310417	-0.016226494047217564	0.0002632991090643871	0.012802513577243567	0.02980523795831394	0.11013880338533294
YME1	14.0	-10.905197701223754	0.1844949402846395	-11.264326065993165	-11.033565668846725	-10.86117760537658	-10.802327904422151	-10.651167120294332	-0.01691807387076861	0.00028622122349678355	0.300037883790967	0.6519477340095376	0.7197442732855478
COT1	14.0	-11.643710676139207	0.3414677578731121	-12.127181215040777	-11.993613344649173	-11.629318212152931	-11.309419620327466	-11.254419779161642	-0.029326369176525705	0.0008600359290778769	-0.09878010413407852	-0.39725686302432295	-0.29455726486775086
COX13	14.0	-8.128998495555464	0.4812594601833644	-9.288894227066448	-8.348869064073808	-8.003678433206966	-7.711993744984104	-7.623294852444015	-0.059202798530039506	0.0035049713537884477	0.011033465086244481	0.0625379197596693	0.2535753845383246
PEX2	14.0	-10.452441103768551	0.2904165183441224	-10.987255314518857	-10.675037986922247	-10.45251067385869	-10.267457984700714	-9.999000329610217	-0.027784563956013572	0.0007719819942258086	-0.19441090165287483	-0.6649579081184065	-0.6070441023796258
EMP70	14.0	-10.710994964315649	0.11113694401822839	-10.909552025507281	-10.758791169194684	-10.706880962056895	-10.650478582911534	-10.507141419525013	-0.010375968281983894	0.00010766071778873581	0.3816747481049674	0.4995789196714762	0.46360752122663396
EMP24	14.0	-14.441934074480775	0.5529458553275148	-15.34342064872129	-14.793921530209461	-14.367011881681446	-14.04231003466673	-13.629667636527872	-0.03828752108102908	0.001465934270530246	0.09656181985495373	0.62884016858621	0.6019213673384474
ZRT1	14.0	-10.315473733215	0.5672477554805503	-11.326874084625805	-10.673822365569274	-10.299090957432476	-9.981087029982493	-9.126711224211041	-0.05498998593288623	0.0030238985528990253	0.05664569341242684	0.37843553503411237	0.5353258118031298
FZF1	14.0	-11.29899365598666	0.24691413256020356	-11.941243549412592	-11.318942735202434	-11.259540178671148	-11.1348488918106	-11.062080553908835	-0.021852754331743388	0.0004775428718835295	-0.313174087152531	-0.9107181559488552	-0.5814304271737344
GYP6	14.0	-13.97040520658233	0.11444342584010717	-14.179885647567383	-14.010589687681678	-13.965733692787417	-13.886449283184291	-13.786075743984854	-0.008191847276282704	6.710636179794037e-05	-0.2951657113578498	-0.39784049015896233	-0.09477059826179811
TIM12	14.0	-14.038743299665246	1.353372718042665	-15.238832585701784	-15.063051685143321	-14.867993430296352	-12.419943725246295	-12.001417518961572	-0.09640269710430108	0.00929348000898362	-0.01723802579554318	-0.2747623170088895	-0.0332977777676588
NGR1	14.0	-11.195219621524583	0.19186193409400745	-11.668419957972013	-11.251679879600982	-11.132888222819595	-11.069934842077446	-11.000318507803328	-0.01713784459619912	0.0002937057174034715	-0.40825798749834796	-0.922519881975914	-0.7504806835326174
NPL6	14.0	-11.463282891725921	0.18334398016327014	-11.849127149787009	-11.578123997877858	-11.440230169906787	-11.316044584134422	-11.204845261885202	-0.01599402037749639	0.0002558086878357698	-0.017433266870491022	-0.03764416425921294	0.13062974355004603
GSP2	14.0	-8.101790687257092	0.3222550661432622	-8.823443414096987	-8.34094919091977	-8.02008906452733	-7.88290998967378	-7.660669655661379	-0.03977578273530583	0.0015821128922062539	0.12503884240115926	0.4745663321618593	0.4892211964325254
BCS1	14.0	-13.381809331020083	0.2644318866232369	-13.996795957886041	-13.496600025204945	-13.412782783138168	-13.253369047812328	-12.930678212332722	-0.019760548075532885	0.00039047926024544645	0.04829694628305914	0.15041312068994409	0.21771623925007674
YME2	14.0	-9.776447687800282	0.20874410705066263	-10.26273738013966	-9.83132975556669	-9.751960746717407	-9.646123933358894	-9.522602774167668	-0.021351733647708027	0.0004558965297626672	-0.28091044294648315	-0.690612341015285	-0.2843117947853943
SEC6	14.0	-12.398175306664474	0.20994856694310257	-12.86513454465649	-12.430357169976336	-12.348040279730018	-12.257056968890687	-12.192671100632623	-0.016933827902098426	0.0002867545274178872	-0.3077627019597403	-0.7609938149019498	-0.6019213673384474
RAD5	14.0	-15.441903157344472	0.11882603627806096	-15.69286249781255	-15.475464141968908	-15.415822312330539	-15.34585666096718	-15.31571538327639	-0.007695038303717439	5.9213614495678554e-05	-0.29796905469471935	-0.4169989869021518	-0.0332977777676588
PEP12	14.0	-11.86560223377396	0.36750083900341324	-12.66575733706325	-12.076064579941429	-11.790598265318554	-11.585964852476106	-11.401914898164222	-0.030971949991494562	0.0009592616862756399	-0.005654193025607907	-0.02447266085421387	0.1203842734676895
SEC8	14.0	-12.456428370551905	0.276337733482521	-13.177346422595242	-12.611925973447223	-12.349135973336862	-12.285622382799945	-12.178321927472773	-0.022184347331519826	0.0004921452665255108	-0.21313784016949527	-0.6936701046934883	-0.4328711109795643
PTM1	14.0	-12.436862597143561	0.14987925952892459	-12.773562030074581	-12.490994378268288	-12.415815264785943	-12.342879385622089	-12.189902866865715	-0.012051211337121963	0.00014523169469197694	-0.4409050384010562	-0.778285298323357	-0.46360752122663396
NFU1	14.0	-14.359550460712367	2.28965582972838	-17.19516941916415	-16.824865672922414	-13.680226877166085	-13.511281829543385	-10.332641602876103	-0.1594517764321984	0.02542486900738378	-0.017014527687012265	-0.45881998908423666	-0.29455726486775086
UGP1	14.0	-9.032707236796325	0.30530583687929863	-9.594977179234562	-9.222131768612183	-9.020875767888796	-8.767833971662208	-8.63819645913769	-0.03380003678582447	0.001142442486723087	-0.08724172468731838	-0.3136978745174098	-0.10501606834415467
RGT1	14.0	-13.77003929065759	0.18730346595606415	-14.243841330094787	-13.789619708267468	-13.69785312515707	-13.651967107169583	-13.561988267304322	-0.013602246297375631	0.00018502110433446907	-0.35258999297384724	-0.7778001495490139	-0.371398290485425
RAD54	14.0	-16.243587661562817	0.18896942046796314	-16.5734915479304	-16.378562250040137	-16.300101164475258	-16.10200289447902	-15.935545489293924	-0.011633478047163267	0.00013533781147382967	0.037606781999288116	0.08369700739780325	0.22283897429125502
MRS6	14.0	-12.449115407539795	0.17828452289751753	-12.784446950569182	-12.567114565252279	-12.420548597540414	-12.308293955553282	-12.23687055406774	-0.014321059534040441	0.00020509274617753066	0.14265443070512862	0.2995374542093199	0.2535753845383246
BEM3	14.0	-13.801928523359264	0.1661861637546449	-14.108958931872058	-13.909526111616229	-13.79465328200272	-13.741337906594458	-13.518868518953605	-0.01204079295682345	0.0001449806950290892	0.22535996570752645	0.4410865923796405	0.5506940169266648
HFA1	14.0	-9.763407316374913	0.20083347286869452	-10.287796377298656	-9.819481014599068	-9.700885339520031	-9.655287486684141	-9.478979640200508	-0.02057001888386468	0.0004231256768825494	-0.3527628651221377	-0.834394025538516	-0.4226256408972078
LIP5	14.0	-10.543876090330881	0.19004163506015617	-10.786021824721137	-10.703923413062018	-10.572109449638335	-10.412226645196831	-10.1053964763807	-0.018023887366661228	0.0003248605158060903	-0.13377651743702793	-0.29942004442085995	-0.17673435892065054
DLD1	14.0	-10.436997083655086	0.21971542314900325	-10.739071537980228	-10.640394547250477	-10.38891455344736	-10.319514918016957	-9.954489145789902	-0.021051593804992982	0.00044316960173041895	0.018680882824000943	0.04834039182936216	-0.09477059826179811
PRS1	14.0	-11.003304749287818	0.23751949038908068	-11.607515399134863	-11.06960808310414	-10.929240576269713	-10.843659867758259	-10.779295644289457	-0.0215861957658179	0.00046596384764021465	0.13162843547471306	0.36821476426266136	0.6941305980796564
PDC2	14.0	-12.093920230579139	0.17467504872839082	-12.365456184291881	-12.249992916308091	-12.06479449853356	-11.965435385457528	-11.866946008301761	-0.014443211580536958	0.0002086063607601569	-0.06569143673823953	-0.13514247233162935	0.13575247859122433
CYM1	14.0	-11.632255870058843	0.07871803576413829	-11.773573216149885	-11.687672118501881	-11.641614682320151	-11.576885719907654	-11.499479586188636	-0.0067672201027452195	4.579526791899901e-05	-0.05089792732534473	-0.047187456891191554	0.058911452973550174
