Gene	NH4_0.05_7.5_0.5	NH4_0.1_7.5_5.0	NH4_0.1_7.5_0.5	NH4_0.13_7.5_0.5	NH4_0.18_7.5_0.5	NH4_0.3_7.5_0.5	NH4_0.35_7.5_0.5	Gln_0.1_7.5_5.53	Gln_0.1_1.21_5.53	Gln_0.1_6.87_0.55	Phe_0.1_7.5_12.35	Phe_0.1_7.5_1.24	Ile_0.1_7.5_9.81	Ile_0.1_7.5_0.98
PDI1	-7.244709837169238	-7.186556972773068	-7.268717024092283	-7.306516719069058	-7.338681725532436	-7.269992990881678	-7.211732742308841	-7.198278049794744	-6.924393419860991	-7.155269919720271	-7.533387698221818	-7.336468301200514	-7.272996325336795	-7.30795536401727
PET9	-7.324413954569848	-7.350373830276865	-7.052306702813137	-6.945001265220476	-6.852768085027704	-6.8181468085609716	-6.888662131392977	-7.268728283899861	-7.225066401996446	-6.891430189589631	-6.908680386672221	-6.825790554272959	-7.015643336485568	-7.069049241866753
SPO7	-9.006898733616469	-9.117613543694619	-8.974196588223938	-9.082583451920508	-9.158062985452537	-9.296144177444106	-9.420471026927807	-9.1274571736672	-8.968850766008613	-9.044282669706682	-9.14537981259756	-9.041073607270635	-9.117026017092854	-9.07983427877167
ERD2	-8.136838689415168	-7.894563445423018	-7.8781618293376035	-7.80932681749256	-7.791277088948938	-7.7567364399004175	-7.777938611783321	-7.891467717415175	-7.754227843220491	-7.856492448864333	-7.9596629413217785	-7.765072113036749	-7.77641934133566	-7.905312889610954
SNF5	-9.477075361878795	-9.53306881547416	-9.37749391933764	-9.285983191982272	-9.266437436690058	-9.290281857715923	-9.342164228688004	-9.510147323070361	-9.519639794218813	-9.35997363913984	-9.449381619408383	-9.363840788116496	-9.46559219590666	-9.507843515694558
ATP10	-9.74562357752511	-9.238181938176753	-9.621895743708707	-9.424714459922031	-9.23896356633175	-9.286108600343981	-9.19215741268087	-9.080810230531204	-9.48998747786144	-9.6022943666547	-8.769565418176676	-9.192642278056523	-9.198075090170535	-9.473652428726368
ARG8	-9.751806847964632	-8.700425895887482	-9.247165979367516	-9.27621975447387	-9.31519950256717	-9.009422048561452	-8.883598610170768	-8.872848940914805	-9.27304333436003	-9.411567316785437	-8.52506815017974	-9.230241169274972	-9.142815749746445	-8.953307384041686
ART10	-8.92552603737379	-8.992908267952243	-9.029107531091247	-8.992071175454585	-9.047182332709518	-9.272646284417483	-9.444350445302529	-9.026941819614548	-9.097652375406481	-9.0498212348533	-9.044895808796134	-8.960822760620738	-9.030811850397109	-9.025026001312767
SEC18	-9.134941422820312	-9.036982438247065	-8.95319415437689	-8.91481063342868	-8.937248349870286	-9.075548677881761	-9.109391562995013	-9.003294515046916	-8.9991158551441	-8.991324159110905	-9.012378632201862	-9.096259726094948	-8.895060152933619	-8.954333437181827
STE4	-8.903157326136842	-8.750130446504686	-8.423351077528492	-8.336214818352374	-8.244014810948977	-8.387486960820572	-8.400592943711887	-8.796941028949172	-8.885890806501147	-8.482305929263871	-8.519161652422964	-8.270424445565487	-8.389828867026639	-8.293205500552496
SNF6	-8.419931390270902	-8.427988783662121	-8.428959967590133	-8.457309067338494	-8.509220196649279	-8.565415301828807	-8.568188555544927	-8.493484091900413	-8.415228401804095	-8.463180966471237	-8.599759435641866	-8.590795278706624	-8.62395649772555	-8.514257949128009
DDR48	-6.956646069346628	-7.043771922129885	-7.400354229420979	-7.357053642585892	-7.4901133340630475	-8.466516651864346	-8.632524009962529	-7.194505685823437	-7.529506960028267	-7.289245775101851	-7.316779153254337	-7.0908985317576345	-7.461217875563013	-7.210306626332781
COQ1	-9.07632911468127	-8.875996756305	-8.872922124669392	-8.76456318550457	-8.665094865000407	-8.586725421326005	-8.510711344554537	-8.741559136518744	-8.969322383567247	-8.930026167637083	-8.60328050486053	-8.724527071711451	-8.774975364904302	-8.902551102057801
YPK2	-8.960211894555437	-8.526467428536527	-9.272815032323228	-9.19769955363916	-9.132476979247647	-9.439447204975869	-9.476840285920334	-8.482790013556135	-8.80042728641326	-9.36802226049022	-8.536722841606837	-9.017770274539776	-8.912850855935273	-9.39251411102732
DAP2	-8.299735090020041	-8.736415740995255	-8.002862381481846	-7.985220183173169	-7.9987588676296895	-8.179917920973674	-8.28894727738349	-8.783431473399887	-8.740122866495364	-8.013406625541434	-8.603233097256426	-8.189019548121102	-8.265135804700456	-8.047404383443281
IRA1	-10.016699491862934	-10.222147570721356	-10.192971007182207	-10.294570512446471	-10.346083646913483	-10.393783770334116	-10.517309559644984	-10.25930067065577	-10.219196803451682	-10.20680010906755	-10.193478524536893	-10.193335195696754	-10.31263441462569	-10.234235589618125
CDC42	-7.925282926092397	-7.880099564121612	-7.673503605198711	-7.708607703892329	-7.702525872970885	-7.676975990108204	-7.72265145017217	-7.88745946538081	-7.766141439538664	-7.628435320603985	-7.774842103539007	-7.599868908342427	-7.678309555395138	-7.6945977385734325
FAS2	-8.474872784937082	-8.147274456337987	-7.964163643598298	-8.00559314768946	-8.142928227184418	-8.107025601447466	-8.15996722850153	-8.30625862274652	-8.272899898588225	-7.931391041087256	-8.204724417593942	-8.017137108932145	-8.213614372412875	-8.083229936596473
GAP1	-6.15781919402117	-8.413442613184491	-5.338697745352747	-5.3926715956526925	-5.5866313823114275	-6.013827865200358	-6.2584128331926285	-9.162051799959455	-9.104937551269584	-5.284110775272487	-6.128704730409676	-5.372140130084733	-5.5385108780926915	-5.388509421505369
ARF2	-6.9450122957597005	-7.104049211840294	-6.94594487505137	-7.001934604885871	-7.017852628796359	-7.108714398872048	-7.252021762453964	-7.050498350488979	-6.951805998012195	-6.941358232058104	-7.068454838070276	-6.964700613776661	-7.061541801969174	-6.978057481911866
KGD2	-7.410113449915468	-7.483008230117053	-7.322776148596717	-7.243774366215927	-7.267572238603254	-7.5853880770741755	-7.70401222042895	-7.437386646417596	-7.575433784597568	-7.274911683345856	-6.995471927220591	-6.997456801764566	-7.282736027304175	-7.242247830703531
RGR1	-9.85748999826003	-9.817317119267793	-9.686856577889984	-9.704881671770742	-9.691969043407449	-9.552082337050287	-9.615906314581627	-9.859397092786862	-9.629118335376047	-9.718236078360782	-9.524870704207329	-9.584286590070148	-9.634162506645401	-9.788501666950543
SAM2	-7.537282151524575	-7.0918588633997395	-6.786591905064653	-6.685327751360908	-6.616638757194695	-6.570982474829403	-6.534744054772447	-7.172313025264146	-7.133220943411249	-6.755815730463329	-6.999516087502869	-6.674321686991944	-6.9908716058483265	-6.818497748108801
ACO1	-7.311249493822561	-7.442652390891955	-7.062173706925713	-6.865400500820594	-6.753156236591155	-7.085327508507123	-7.167593968911096	-7.3382171103825184	-7.7539098971103115	-6.970124761892921	-6.761842320239409	-6.728018641147816	-6.804305865363394	-6.8009106172287614
CKA2	-7.906670555471636	-7.913402281064428	-7.56962268176704	-7.593898141758426	-7.571171370488021	-7.588173080425906	-7.63097821191857	-7.889605721012855	-7.985509668965783	-7.662759435200194	-7.789978663782345	-7.564099174479511	-7.700469961827291	-7.684264315669483
MYO2	-9.311867069430155	-9.147583266541943	-8.897053754186139	-8.833482409860329	-8.766578122762231	-8.815787815663816	-8.834620279321376	-9.134815237660405	-9.145572491270633	-8.922821827077533	-8.950738052128251	-8.859348142071672	-8.889583773895513	-8.938743293509113
EXO70	-9.516112900548857	-9.463931643631902	-9.380557590888378	-9.308101788458664	-9.318022883483367	-9.418265434284459	-9.47484570762309	-9.476073107766293	-9.554169083518635	-9.4492917320313	-9.5159516984653	-9.389033881521645	-9.392719189041662	-9.41686361111224
GAL11	-8.310415493811155	-8.5469788717089	-8.23467270217288	-8.260008373172871	-8.343032763351813	-8.671738158758126	-8.693313346085779	-8.522051497546185	-8.481131862337103	-8.162355793999398	-8.47524536464112	-8.311328932956073	-8.262487303885228	-8.291157355385474
PRP6	-9.931520696486755	-9.753183563771346	-9.693225287578189	-9.651790723435758	-9.571517934083671	-9.67471608197188	-9.616318923822595	-9.695772713703875	-9.726288331692553	-9.768845724995266	-9.64818323280972	-9.647928660250892	-9.662053091131204	-9.78879399399508
PRP9	-9.17578223359574	-9.321595818959894	-9.09776108806007	-9.109280358709038	-9.224303679743349	-9.276323156777238	-9.263431658189775	-9.336528692780133	-9.24946148575009	-9.100338869135435	-9.314676200403584	-9.20040284533495	-9.073788754043392	-9.085693236097747
UBR1	-9.417715383158232	-9.64114421926707	-9.381985262729645	-9.402784916017838	-9.49530237486334	-9.516221653885374	-9.61760661327355	-9.652529229195224	-9.573232583283549	-9.376245303203467	-9.587538129941416	-9.503929525356842	-9.483393169065065	-9.41631767978852
YAP1	-7.399264024230052	-7.637512967299251	-7.500282157366956	-7.6052319192174265	-7.733021706279644	-7.985631895077859	-8.031724373618596	-7.632622969087471	-7.691940486968299	-7.5611917768564965	-7.970890139762653	-7.82980259965732	-7.665280269782731	-7.616373256871042
PHO13	-8.890713005919423	-8.758448198104306	-8.276751487912072	-8.265027380012695	-8.310373937253175	-8.203690186169593	-8.240824739803095	-8.81659196862424	-8.739593273980793	-8.374058406024606	-8.475845259616785	-8.366395757707174	-8.427243140583206	-8.358479348135338
HSP60	-6.822029556881337	-6.930442658225007	-7.24081823582912	-7.305486794345374	-7.3504585905430275	-7.092266309507816	-6.9407974760175835	-6.828413909275729	-6.829342762137679	-7.107421346062236	-6.898755436535121	-7.15794379526421	-6.964713412384079	-7.186191393825827
YMR31	-7.576543198027427	-7.65332816736056	-7.72692720844234	-7.732760435175032	-7.816171996318424	-7.989190433132598	-8.092958446899614	-7.66041598856647	-7.676976266003827	-7.696253640317025	-7.21663646106557	-7.3845176232611545	-7.575620176122405	-7.6027728487461985
TYR1	-9.202340295059857	-8.92746301321406	-8.9164799450198	-8.906485350140583	-8.840940555504632	-8.910477965564823	-8.929003487759603	-8.942240377958852	-8.847584241992376	-8.986052875797137	-9.018694262263503	-8.989097766625397	-8.809335175795368	-8.87435804909709
URA4	-8.859681942281869	-8.650993805951158	-8.573854010933436	-8.561500021997245	-8.553040501450182	-8.4869263025519	-8.462724231651995	-8.522358908042056	-8.565397047555082	-8.649640855083376	-8.658262134406613	-8.682464513595828	-8.495112147704473	-8.563378507014692
PHO80	-9.113273451353722	-9.185324962347378	-9.114353455818295	-9.112297287744752	-9.100305570020808	-9.226724575327278	-9.29324115328402	-9.209974520446194	-9.169039841961125	-9.203381667578816	-9.165088052100083	-9.10658267438608	-9.130398829537711	-9.117719674603801
PRP4	-8.906839658752029	-9.032590053181204	-8.90301124815562	-8.954789803719835	-9.05848861254644	-9.194755747302262	-9.180603490386613	-9.112550038787044	-8.969675029700104	-8.939861481633722	-9.209212012898531	-9.02711577752148	-9.024192485231987	-8.968604713208071
FPR1	-6.5639182295674265	-6.43692003719064	-6.528961736023849	-6.570281668323428	-6.588781182793053	-6.55324570353423	-6.613015461878706	-6.367785657252569	-6.435679917592815	-6.5262655750931735	-6.524390590113945	-6.609378269881373	-6.582720293427229	-6.550692059730538
MRPL33	-7.9881728336864155	-8.06525372375634	-7.962808541959833	-7.907664390033264	-7.857797796760636	-7.683272133286608	-7.806521050547501	-8.024099148693233	-8.092417359991106	-8.050083604472936	-7.944236814917576	-8.05837562404571	-8.0874235677499	-8.044917642075113
PRP2	-9.679182059208417	-9.896946680477695	-9.65357961783315	-9.683135875460307	-9.756371341348384	-9.919665545350156	-9.903671098928559	-9.873213931069325	-9.84163239881165	-9.609433961429518	-9.861863738067447	-9.825564266457805	-9.693700549656684	-9.749522194415329
ZRC1	-8.254087601037709	-8.296290033686203	-8.074388009235621	-8.159028580131327	-8.117122177670431	-8.092883135904692	-8.095322122127733	-8.311690931608426	-8.221809468808493	-8.114441793907583	-8.273063014878746	-8.086268229065613	-8.26867083652485	-8.129922923808031
BET2	-8.595461608597946	-8.600371052764523	-8.557396906745568	-8.647724604437814	-8.670786039771242	-8.787197361699745	-8.844653349180177	-8.682968145828658	-8.689709722593529	-8.621434226960053	-8.668293510511585	-8.636457742059937	-8.550376435626367	-8.636992982058187
SFL1	-9.259590042615335	-9.420556970722776	-9.163910667917627	-9.175745296116174	-9.255720727732824	-9.28313090211273	-9.282516506335956	-9.353591650261984	-9.331220507308581	-9.071716269476681	-9.137941418441885	-9.039176952110727	-9.193476031449869	-9.244301583294016
SRP54	-8.711112366811639	-8.590737074140096	-8.480063222587946	-8.467704054531644	-8.383545537785409	-8.313068162401391	-8.31708957946371	-8.552305067270334	-8.633245138866789	-8.551229711651795	-8.597244900426366	-8.532004370006138	-8.568112526716229	-8.540151175193834
RPB4	-7.597732109087691	-7.545918587991365	-7.520748620803961	-7.469630599226075	-7.495602913685194	-7.499826618835289	-7.544479236462549	-7.492435809174879	-7.528192656935187	-7.633971061449096	-7.589210474564362	-7.624748927592402	-7.445882812503048	-7.561625935361242
RPB8	-8.595688578591577	-7.856564279887717	-8.101291349539926	-8.049364375671312	-7.801627923843735	-7.475864526079671	-7.426393014243678	-7.788396711214236	-7.7908890743211545	-8.218128948655098	-7.799350773606533	-7.981260241824585	-7.914020339780126	-8.130363100361686
DBP5	-8.952660346510594	-8.555123649125592	-8.66671875929885	-8.597503451074765	-8.498618821207144	-8.367655883324913	-8.327840339679414	-8.469747654460411	-8.536955363847747	-8.758773984570256	-8.5883760801989	-8.608580241108548	-8.542114546254963	-8.69654780525246
PRI2	-9.350563074207146	-9.000864267650044	-8.942115197139312	-8.806587001863717	-8.666459687548118	-8.82457385599393	-8.950215778742438	-8.947439303811457	-9.014247531219198	-9.047480690919768	-9.175418830127871	-9.05849259811757	-8.897604422902951	-9.133642591513164
SUI2	-8.356908230583517	-8.528988570194185	-8.240913678550905	-8.31209124157467	-8.408539458114475	-8.288872886156028	-8.428841193125765	-8.46515886674897	-8.29063272042693	-8.248547833842279	-8.461184581586549	-8.327696218493696	-8.405226984379604	-8.357521071558033
MAK11	-9.111683947187522	-8.746974329327449	-8.771242100318538	-8.803273244684625	-8.757471504311027	-8.678980268816618	-8.58864403008145	-8.722929489582768	-8.752157778718395	-8.938309960807493	-8.846770491819862	-8.896259618539801	-8.751525123846221	-8.90418456265672
CKI1	-8.970013269186973	-8.981980457958509	-8.70940903459802	-8.581800187038533	-8.506896945073983	-8.58191487322985	-8.633444805311363	-8.953395389560773	-9.11568434267616	-8.553840683043893	-8.780021955340054	-8.575797271029664	-8.653719180414944	-8.579470273014676
CKS1	-8.117102955417886	-8.072526038729773	-8.099114246537296	-8.022036988115929	-8.029600862500006	-8.036635047474139	-8.02392770894418	-8.01748415719534	-7.764657580282734	-7.987413538696031	-8.000752258539004	-7.9821504669309755	-7.8895874731776106	-8.022800011304968
SIT4	-8.322408131266355	-8.326783129558907	-8.247219330730697	-8.258254873438505	-8.302681974820729	-8.378823255679704	-8.37276264566131	-8.348845034043174	-8.381846432779748	-8.216428379106146	-8.367103646172618	-8.23436007501823	-8.325557562356375	-8.37168520665123
SAR1	-8.073148672535739	-7.887998431944531	-7.907026034822898	-7.93032293803144	-7.869414558117938	-7.836893147604904	-7.879261041185996	-7.8456820467299915	-7.894784114330825	-7.970775721586787	-8.039840594889325	-8.023410984489836	-8.105859371441484	-8.011130183031446
NUP1	-9.325049703981874	-9.23075204474471	-9.165789547508874	-9.129898250371143	-9.176990026693494	-9.110719082321276	-9.014435431496848	-9.192979713706109	-9.201268488745638	-9.14998884091245	-9.22975060553046	-9.277957446385441	-9.21962496966934	-9.308013529432735
VPS33	-9.910996136443153	-9.959882618411807	-9.737882587897245	-9.739745136075738	-9.801909568173798	-9.997915996094088	-10.05020512745216	-9.907321013559859	-9.919554998109737	-9.699466172314283	-10.008995267120712	-9.801925452363198	-9.808131002142451	-9.748662064904638
KGD1	-8.053338199289552	-8.018848499742505	-8.12417318482755	-8.033980103305051	-8.088845180939721	-8.361433210375905	-8.46799642370097	-7.924695039950208	-8.06612685650891	-8.078955934319163	-7.5855676755101555	-7.825390868671053	-8.037397483330224	-8.068488637607858
OLE1	-6.362108792626434	-6.180528433864908	-5.850160553981373	-6.058734449001406	-6.406273654967383	-6.904326824479855	-6.998443045187209	-6.242875572675001	-6.8537234817596655	-5.906532037922946	-6.62210172231871	-6.1678480073370165	-6.444298249413741	-5.974034293768303
SPE2	-8.823917847301251	-8.899736793905177	-8.572719866786121	-8.657989417331722	-8.758981566862895	-8.695747457343586	-8.687496607524794	-8.75572135491364	-8.480155256495928	-8.629544699734206	-8.724800280861597	-8.5141528272637	-8.647324843844984	-8.630696928171886
PRE10	-7.271904272848662	-7.374471646031707	-7.236251816795355	-7.331441455241161	-7.314373842157792	-7.375231248235668	-7.41796064078369	-7.312320395310734	-7.3451138134804905	-7.234779119130574	-7.566351057540534	-7.427453522000543	-7.307213565664529	-7.233074469431199
SCL1	-7.25282111789265	-7.316498704211134	-7.210923051682183	-7.2703169102771055	-7.297496194877848	-7.342715389948339	-7.3704089447104755	-7.310665566551045	-7.24311826936808	-7.220160928285168	-7.394450237553805	-7.340951106327219	-7.264102665853169	-7.245493406984543
ADE2	-8.672626016911837	-8.500111507241174	-8.265915489956631	-8.245874908819735	-8.153273069621472	-8.161096791760023	-8.107291998412796	-8.380449385882	-8.083859311751228	-8.320377606029277	-8.50869499356341	-8.484775064531673	-8.319599192683706	-8.44608091308441
CCA1	-9.93983717158475	-9.603470399970483	-9.544995669511765	-9.45705869599872	-9.453816540565542	-9.583879854668202	-9.546628549242056	-9.598141226123587	-9.6880109806079	-9.66702513728143	-9.735164186736483	-9.66847448196435	-9.485116366028686	-9.592305165900905
PWP1	-9.486777332468227	-8.512065788680696	-8.930878632704918	-8.927059231222252	-8.76513741702995	-8.513398527618925	-8.371063047908128	-8.566134814019712	-8.663309731662608	-9.051101147720116	-8.768524093663508	-8.89885002639051	-8.705593752630614	-9.012060042676271
ATP15	-5.804675397983612	-5.8622542301942495	-5.847249942622841	-5.846390412285483	-5.850897571223662	-6.010218638759709	-6.249723834667225	-5.885567646212773	-5.982977770649846	-5.843832181835914	-5.562930192668944	-5.6713492795856295	-5.734907724224358	-5.79748675844047
MSB1	-9.951262532466785	-9.935703597672854	-9.727637398941617	-9.648515236128157	-9.598511417756269	-9.593516982383111	-9.621298144736551	-9.887952711181796	-9.870317055918852	-9.679148771754752	-9.500114293223023	-9.518335243492926	-9.631802745615653	-9.735939959511404
UTR1	-9.090004204496717	-9.210187360064188	-9.202652695939241	-9.204692691949772	-9.325923585875993	-9.511466012786833	-9.650459755445295	-9.176509757810193	-9.15392261218305	-9.169084023433635	-9.204258228627188	-9.242848316892978	-9.17433419101795	-9.158189576511882
OSM1	-9.133464701716754	-9.1859093828608	-9.165098058399542	-9.17616379570375	-9.192990593009588	-9.311566281581527	-9.383721952049596	-9.171671377475096	-9.249491049211832	-9.115912173390031	-9.12427986097596	-8.8460296745962	-9.250081479426848	-9.155142080293187
RNR1	-9.450168219851163	-8.827023479934958	-8.55111176378226	-8.323004024053494	-8.25476700958695	-8.40612145711743	-8.42916090688766	-8.853909693814996	-8.906300791268796	-8.625406351188902	-8.73252201394614	-8.582954025532002	-8.766100510010117	-8.870454142774516
REB1	-8.852259507764712	-8.890170292866108	-8.626591856571812	-8.573126160794681	-8.567991303043383	-8.651277868203147	-8.70906568925818	-8.884835732514468	-9.079368548307928	-8.640743575185745	-8.989707634400323	-8.768897649905425	-8.74114481593726	-8.69000348992974
CBP3	-8.39592541809657	-8.242099915971638	-8.238805524098474	-8.165444619158153	-8.121222193042497	-7.938094038786473	-7.9208904299431095	-8.150569753061738	-8.286358903974739	-8.300751677081145	-8.067913648491059	-8.210333946763852	-8.19314278449927	-8.283054928486486
VPS1	-8.040892180644544	-8.16782242920882	-7.932446147297685	-7.927910000135459	-7.979882404772485	-8.17278709395383	-8.266605216750792	-8.126024063812974	-8.144915330896332	-7.9329425291458255	-8.117962922984423	-7.980567057243467	-7.983386247738172	-7.9086613717696
DAL81	-9.410374788690342	-9.53440764769587	-9.103023553172891	-9.093661573576293	-9.123532840839173	-9.164638040329352	-9.180168509040676	-9.529137026027728	-9.58717688365707	-9.091877099670144	-9.289291589873729	-9.150132769215134	-9.227865573636691	-9.199555923169378
UBC1	-7.412997947261011	-7.443450560943397	-7.505963941296053	-7.501698201624623	-7.465484661676239	-7.478507660629752	-7.546359455281884	-7.451018385022009	-7.415394418182782	-7.531136571238991	-7.411641501521099	-7.467619319123837	-7.503773439356045	-7.59064651679395
MRPS28	-8.751549249158051	-8.482427632962539	-8.644006273196975	-8.53360177484891	-8.412481072766967	-8.100273292300356	-8.118009450220216	-8.388589824815963	-8.651995761083395	-8.647742523210107	-8.352699787664308	-8.530494681244447	-8.515871455732713	-8.670210792938503
SDH2	-6.498477326347396	-6.442750677422743	-6.565494624942665	-6.461295928289911	-6.506055518052854	-6.913768615533637	-7.027116548047449	-6.347931217554731	-6.517875700101438	-6.452602562468102	-5.77392386903822	-5.904781631297393	-6.199796207092098	-6.368370537600399
SEC62	-7.899813106410619	-7.955869847934075	-7.903927771476955	-7.933665321758768	-7.905550446001029	-7.948357610161089	-7.9763898297280855	-7.927142497187485	-7.9708478407704675	-7.9519979313594265	-7.933098397617624	-7.794716333689807	-7.845520145463503	-7.943746170076763
SRM1	-9.434260964707775	-8.980597377474373	-8.934148679160067	-8.841100655159275	-8.72606454158394	-8.582191173623258	-8.559375468435455	-8.911854846292425	-8.964550366397276	-8.981737016068635	-8.899374582160394	-8.943898000071394	-8.892011075521415	-9.016842325474355
IDP1	-8.260163074266172	-8.296868659315463	-7.999086656858395	-7.978668175747415	-7.88252729098295	-7.7614717949096885	-7.7240723717868205	-8.359693564346529	-8.167323366118406	-8.025941601691043	-7.714898092727096	-7.893884639045965	-7.817796414027664	-7.8595638515680895
OPI1	-7.845433098526552	-7.782624063613253	-7.649671318580572	-7.648445166725016	-7.684488608112125	-7.823700486354483	-7.848503676615976	-7.768702777225041	-7.870893077623637	-7.669916016481973	-7.751636670155409	-7.6296971223607875	-7.704363908966385	-7.752374817752794
MCK1	-8.009424616507635	-8.017620100905809	-7.930117682252713	-7.899041852785153	-7.815326723495004	-7.878791221600427	-7.885818134172585	-7.933425164189058	-8.002378707048498	-7.861283038362614	-7.95628659901099	-7.8133909721511925	-7.809564815461087	-7.861719298932505
RAM1	-9.256380973626895	-9.510011121535555	-9.246927500154802	-9.375826405495284	-9.331941858140901	-9.557294749251843	-9.595736357137264	-9.53028802833288	-9.395700928786441	-9.253516207634641	-9.341725678970413	-9.19936583652695	-9.287748300953695	-9.20767195300656
SNF2	-9.239724180568073	-9.44333401339504	-9.220326813332996	-9.159912239487435	-9.258843764287697	-9.33583344042346	-9.381089004912457	-9.456681086733061	-9.350530250898698	-9.171650463135252	-9.426335816591992	-9.303054627649042	-9.32829201281239	-9.32625046070872
MDH2	-7.156709395756615	-7.439725099263048	-7.1730789028584505	-7.460661846700066	-8.264497968194783	-9.654378566519183	-10.04198965954638	-7.28286939236619	-7.496048604758595	-7.08419512307199	-7.990508931762842	-7.332250279027119	-7.815067206841587	-7.432627629326711
MAG1	-8.576076548526304	-8.787238508040309	-8.690659676700365	-8.831221630244821	-8.9538413315197	-9.169094358040473	-9.253092311550382	-8.780736707601662	-8.798282052699747	-8.67797218919433	-8.943116133439544	-8.838528323130262	-8.790493948843872	-8.654737148823891
ATP12	-9.111264149176705	-8.810772376064165	-9.034062522939513	-8.931414959168078	-8.78376461884907	-8.577845070622429	-8.579726426190904	-8.742725088668868	-9.092215064739856	-9.10078191906547	-8.69111855582392	-8.902379175625722	-8.94091462370461	-9.023029252828556
AEP2	-9.337346264494903	-9.18122813662743	-9.173897742673773	-9.078375565389877	-9.015181650314942	-8.981027067537504	-8.99751066402326	-9.124375399978643	-9.242988647446156	-9.224627917706782	-8.698107940056135	-8.937952984102887	-8.955064779497846	-9.209172288983627
CHC1	-9.182035337864113	-9.375742993562138	-9.082457744926955	-9.116719421141989	-9.250049761255985	-9.244938777503275	-9.382029349695388	-9.432055275394706	-9.188237759410292	-9.076716397895957	-9.294930326339509	-9.158897113737968	-9.319518200971345	-9.204025336869949
RPB10	-8.964203895557842	-8.559151639239674	-8.524814504506308	-8.357495429806184	-8.193604508453573	-8.014481310437304	-8.068464960429488	-8.539856643468143	-8.37030487773756	-8.55448348433061	-8.47370469074098	-8.400058927790365	-8.450484122928907	-8.580751901503481
EPT1	-9.344531525993153	-9.24300850362423	-8.923681767287063	-8.972592195494096	-8.897258998918511	-8.837307894378029	-8.758672780169597	-9.333630192998509	-9.39220750556672	-9.02229900454297	-9.29000138749229	-8.913071885571144	-9.079651591302106	-8.921943738984469
PRE1	-7.013297233271888	-7.097780205538959	-6.997203823093383	-7.022761040084706	-7.03847386415715	-7.125673665888445	-7.192447689164516	-7.101019684995034	-7.061851318908354	-7.03063708623803	-7.295281669161494	-7.180627550382408	-7.076123421895922	-7.069869215828187
GAS1	-8.030372170243886	-7.2430919437780625	-7.124776490477449	-6.899085687392778	-6.754397894805536	-6.667867904300667	-6.690400719167752	-7.04699318649502	-7.063932221932535	-7.202256071818861	-6.877971971470202	-6.820972300335669	-7.132994453939556	-7.3330574204748595
XRN1	-8.79737764915708	-8.927764728472807	-8.73674810447926	-8.760964346451898	-8.8016916932916	-8.779216347822661	-8.81940421742581	-8.912512921572256	-8.905052031986106	-8.687094670360823	-8.88574160775818	-8.844799596959847	-8.858773244684857	-8.803971979808834
SSA4	-6.8703905563015715	-7.58229104263413	-8.278873954010104	-8.717691012325714	-9.14684051150528	-9.64606383166644	-9.619023360294934	-7.481352864032867	-7.176930302776075	-7.998728411744923	-8.850984690457318	-8.417933992195566	-8.165436030300661	-7.823767679561919
VMA4	-6.821447498890428	-7.168876630687762	-6.610009077093827	-6.620545896246713	-6.663086968963917	-6.709847301996025	-6.831495488267247	-7.1502843568453756	-7.069546984574303	-6.642498260876252	-7.089371534687353	-6.810781860942719	-6.954893508547312	-6.7188914439196585
DBF2	-8.921610527828507	-9.074617911145602	-8.62998453948582	-8.676927907121847	-8.760599253479983	-9.06110892054771	-9.111820667583816	-9.190893643628877	-8.928685229826515	-8.614293731242036	-8.973363613633472	-8.658001966242415	-8.752709683802438	-8.542961998792725
KIN3	-9.61555274652265	-9.638661494983324	-9.23981510218191	-9.160082712997418	-9.140764200586512	-9.210588251402726	-9.217311776945216	-9.650758457604645	-9.495992851847717	-9.140385771894419	-9.442923124083993	-9.241480815517626	-9.373107506418465	-9.2891720902602
NPR1	-8.576943756569626	-8.827942345052668	-8.271893766129581	-8.273658117115607	-8.228133906440531	-8.281145283883541	-8.311255730466312	-9.025282197649496	-9.155938302197777	-8.301147167056412	-8.537590159194439	-8.383636849430781	-8.366739154780964	-8.339153500724938
SLY1	-8.555897767900708	-8.45719185956617	-8.325491579494786	-8.24144312310784	-8.208158544174402	-8.429721066489444	-8.444780982680784	-8.442009305593572	-8.627306564995093	-8.312551780462519	-8.486853591468343	-8.330440855121958	-8.315364938424551	-8.339713015638836
SEC22	-8.26147483603305	-8.226523289417088	-8.087962267350656	-8.041725307607605	-8.045760760300995	-7.989327512044518	-8.016998439622833	-8.253933413801464	-8.141962780821181	-8.033709594492173	-8.077073705622327	-7.994946058581331	-7.970692540107649	-7.973818447963886
SLY41	-9.173849265058593	-9.173215649333128	-9.147449204763852	-9.134655557874785	-9.146635371597723	-9.131101599253066	-9.205442973818162	-9.198008914366346	-9.130596696824286	-9.1482739941315	-9.075491150477731	-9.086292025756912	-9.109817370725821	-9.065151981267348
TRX1	-7.024279588243196	-6.856489245954754	-6.894168538745405	-6.817115993645937	-6.720039242761203	-6.727925257366564	-6.88146055514538	-6.853150231770267	-6.984988019444117	-6.934551236097179	-6.966566222327742	-6.949517273983733	-6.9275991354431286	-6.7853010174863675
