log-TPM	count	mean	std	min	25_percentile	50_percentile	75_percentile	max	cv	noise	lin_slope	lin_r	spearmans_rho
b2082	30.0	3.8030688111265447	1.4829306665530988	0.802656722452095	2.7048605519747873	4.328232592156597	4.839754214484433	5.82453657158162	0.38993001184057596	0.15204541413399175	-0.05851961954425194	-0.2554415717837842	-0.026254310986801394
b2085	30.0	1.452637491118028	1.0557437766798647	0.0	0.18590309452456	1.490303822250595	2.317945621566243	3.36529260464371	0.7267771781570277	0.528205066689892	-0.1750831301038694	-0.5440916610861237	-0.4258466842532114
b2086	30.0	5.387034635055067	1.6240984218049155	2.70409823765833	3.96399174442642	5.386055978823521	6.795904556141229	8.569355327977005	0.30148282530734344	0.09089189395529816	-0.10746861255766331	-0.5137634728920624	-0.5978418103519945
b2091	30.0	10.156834930055915	2.0065097675090913	4.48699550733759	8.626594753982934	10.44349957786245	11.70784291510235	13.0598626515054	0.19755266097428298	0.03902705385801998	-0.026062641136837567	-0.15393200984266114	-0.41851151666248665
b2092_1	30.0	10.994771287892764	2.008978322145737	4.699942414566655	9.523829692133495	11.383169109822525	12.780030912972974	13.5443164611065	0.18272124717664537	0.03338705416978873	-0.012234371109869541	-0.07234793471734195	-0.33863611289755696
b2092_2	30.0	10.57157926275333	2.166771280230979	3.87210421403614	9.602920673846715	10.558346155192725	12.195494386838861	14.88468914416735	0.20496192918546507	0.042009392415427595	-0.015982532456337514	-0.1019360740219569	-0.34820336181647615
b2093	30.0	10.091005640231296	1.9964602838343972	3.7064274320397397	8.813420436311747	10.36270229521255	11.6043869491254	12.86086609277885	0.19784552253888507	0.03914285078868448	-0.028579335440668433	-0.16795078514873668	-0.4416509093966167
b2094	30.0	10.59893596853255	1.834236026760647	4.27757885696553	9.453775696066158	10.826665098951425	11.897587644638561	13.09453441178785	0.17305850626953093	0.02994924659224128	-0.024053665687916025	-0.12986906906669934	-0.4427633802011422
b2095	30.0	12.0198244665383	1.6143502299915917	6.320648985508505	11.087994335224524	12.194113017390649	13.084898538811636	14.2222959179926	0.13430730494324128	0.0180384521611168	-0.005553883041113841	-0.026391478881150107	-0.3328512647140245
b2096	30.0	12.124852042316403	1.4274921375959215	7.22380015297111	11.366957385718875	12.400382080087775	12.942181201107726	14.3560527128021	0.1177327469740575	0.013860999710057447	-0.0007535631178429863	-0.0031663768142121476	-0.2859049967630491
