GeneID,Mean,Mean.log10,Std.Dev,log10.Std.Dev,0.025,0.975,log10.0.025,log10.0.975
CENPK1137D_4504,0.680195391178131,-0.185399308800697,0.183821131536327,0.131811853257551,0.328611514965693,1.04147381484509,-0.483317309993689,0.0176483423059001
CENPK1137D_4505,1.35691857337952,0.120612740516663,0.306904673025502,0.104624268131875,0.76789590716362,1.9683500568072,-0.114697989968397,0.294102336291334
CENPK1137D_4507,1.77528011798859,0.242880120873451,0.298587178348105,0.0755495453247212,1.19835858047009,2.3786096016566,0.0785867816310413,0.376323167606785
CENPK1137D_4508,0.572656273841858,-0.255518227815628,0.136351780902117,0.111414265350977,0.311787902067105,0.843897583087286,-0.506140770194127,-0.0737102946175687
CENPK1137D_4509,10.9841222763062,1.03929090499878,0.90564493830013,0.0357994101621319,9.33936307430267,12.8452386856079,0.970317258767119,1.10874217858129
CENPK1137D_4510,0.383525669574738,-0.467406213283539,0.165129529547237,0.233064020864405,0.0895261929680904,0.72856866568327,-1.04805004423896,-0.137529810245098
CENPK1137D_4511,0.412496596574783,-0.460365772247314,0.217597830751529,0.284966340252367,0.070353125097851,0.892060157159965,-1.1527173684011,-0.0496059631012694
CENPK1137D_4512,0.143659919500351,-0.947088003158569,0.0969965827443802,0.322448967307713,0.0208514216976861,0.396874499569337,-1.68086473170524,-0.40134709911325
CENPK1137D_4513,1.04007399082184,-0.0152270691469312,0.358300239768442,0.183871191486487,0.341553642352422,1.75995137989521,-0.466542449186723,0.245500661586579
CENPK1137D_4514,0.79564905166626,-0.188891723752022,0.446462017577553,0.316195241009551,0.105300229291121,1.76613585650921,-0.9775709995915,0.247023958733375
CENPK1137D_4515,0.403195083141327,-0.536673605442047,0.30766086571032,0.384999199470084,0.0401933732442558,1.17809362411499,-1.39585738939525,0.071178381708666
CENPK1137D_4516,1.92377126216888,0.27896910905838,0.293760070222351,0.0677356156837239,1.36100594798724,2.51209076245626,0.133860009321499,0.400035323631465
CENPK1137D_4518,0.482991755008698,-0.349002063274384,0.169982734830756,0.183410807020779,0.156403317302465,0.817012515664101,-0.805754071058696,-0.0877712921204402
CENPK1137D_4519,0.404711484909058,-0.447422713041306,0.179208043268358,0.241856895417309,0.0846484486013651,0.780649735033513,-1.07238135798356,-0.107543990613244
CENPK1137D_4520,4.73630475997925,0.656322479248047,1.38474096106771,0.131746777655683,2.36241429050763,7.75635766983032,0.37335605984236,0.889657827540774
CENPK1137D_4521,0.128874689340591,-0.985500574111938,0.0818198722010516,0.30927729653303,0.0210684604787578,0.330388030906519,-1.67636720939628,-0.480975857193013
CENPK1137D_4522,0.154469966888428,-0.926672041416168,0.110135444915164,0.340148372707879,0.0200172944925725,0.436663210391998,-1.6985948852066,-0.359853396576013
CENPK1137D_4523,0.416118979454041,-0.430524319410324,0.177865702977899,0.228419169422401,0.100343362987041,0.792675162355105,-0.998511347975697,-0.100904751032158
CENPK1137D_4524,2.50863409042358,0.389698773622513,0.518603421379952,0.0937575148511062,1.56511116027832,3.55327039957047,0.194545161493288,0.550628245954966
CENPK1137D_4525,1.05761921405792,0.0189265701919794,0.163956920393713,0.0693542664438989,0.738395867248376,1.37758717139562,-0.131710753826097,0.139119084895364
CENPK1137D_4526,8.46269798278809,0.923025608062744,1.21804657223176,0.0625299329902575,6.29923985004425,11.1023379166921,0.799288144794525,1.0454144405123
CENPK1137D_4527,0.132553905248642,-0.957264244556427,0.0738567319578263,0.286069400778296,0.0238997252192348,0.301106864462296,-1.62160723099842,-0.521279355650376
CENPK1137D_4529,0.198392108082771,-0.767928719520569,0.0989665767306395,0.260293910975943,0.039293815754354,0.417095600068569,-1.40567705932263,-0.379764396968071
CENPK1137D_4530,1.83854234218597,0.259213149547577,0.281863179942297,0.0683310824837389,1.29869097073873,2.40798465212186,0.113505653613072,0.381653711172764
CENPK1137D_4531,0.477635353803635,-0.370312243700027,0.201429147003293,0.229923937869628,0.107349810563028,0.894960003594558,-0.96919928582456,-0.0481963736351437
CENPK1137D_4532,0.721328735351562,-0.171570390462875,0.240962560861877,0.174719587315174,0.252628576258818,1.20175628860792,-0.597518307171829,0.079816360293785
CENPK1137D_4533,0.977105736732483,-0.0156667642295361,0.153679790758396,0.0709331918555159,0.684994209309419,1.27654362122218,-0.164313105707634,0.106035659692027
CENPK1137D_4534,0.224441900849342,-0.773347914218903,0.163765439668792,0.355146597459614,0.0277242131220798,0.635208597282569,-1.55714466091542,-0.197083654468402
CENPK1137D_4535,0.333019495010376,-0.50797963142395,0.113885631997686,0.174438391138887,0.114034427391986,0.561878545085589,-0.942972647326496,-0.250357557282379
CENPK1137D_4536,0.575553596019745,-0.348688274621964,0.358154234466859,0.348128630073017,0.0613837900571525,1.40275421142578,-1.2119467431823,0.14698157882611
CENPK1137D_4537,0.393174767494202,-0.476609468460083,0.200989307040258,0.275392613505225,0.0705244623124599,0.841334892809392,-1.15166073480439,-0.0750312590303642
CENPK1137D_4401,0.377073347568512,-0.485323578119278,0.17756792805333,0.25759210703061,0.0732852848867575,0.757292152941227,-1.13498326695943,-0.120736586868059
CENPK1137D_4402,0.46210640668869,-0.420847594738007,0.25728812498417,0.306275606058051,0.0658704509958625,1.03302794297536,-1.18131592934341,0.0141119641572018
CENPK1137D_4403,0.152129352092743,-0.92961847782135,0.108398965885833,0.332586810997948,0.0223091756459326,0.425833814094464,-1.65151652667132,-0.370759874419919
CENPK1137D_4404,0.264423131942749,-0.651174187660217,0.138474942454774,0.27925595070382,0.0465213960657517,0.572793118158976,-1.33234817678902,-0.242002209515059
CENPK1137D_4405,0.794050216674805,-0.138597056269646,0.297836053163064,0.200538787203175,0.223048705731829,1.40751137534777,-0.651602560374115,0.148451913455281
CENPK1137D_4406,0.4946648478508,-0.35012024641037,0.200285319122248,0.215163928651884,0.132927874103189,0.900163178145886,-0.87638403386171,-0.0456787779010787
CENPK1137D_4407,3.67768430709839,0.564018487930298,0.311554659053199,0.0368060812144734,3.09478478034337,4.31046848694483,0.490630452348382,0.634524471887594
CENPK1137D_4408,0.508142113685608,-0.330312192440033,0.186462382364974,0.193723759104739,0.150511786093314,0.884089350203673,-0.822429519942469,-0.0535038411602046
CENPK1137D_4409,0.808046460151672,-0.100799098610878,0.153137796947427,0.086300214510482,0.512364086012046,1.11530900100867,-0.29042133451692,0.047395185706615
